R150 3 1 -8.75634e-11 2.43758e-14 -1.67973e-18
R150 3 2 2.67012e-14 -7.45264e-18 5.17308e-22
R150 3 3 -2.60898e-18 7.31590e-22 -5.11503e-26
R600 0 0 -3.86451e+01 1.05023e+00 -8.97318e-07
R600 0 1 4.97372e-01 -6.70951e-06 -2.48448e-10
R600 0 2 -3.90070e-06 -1.18699e-10 4.82088e-15
R600 0 3 -1.11981e-11 2.42916e-15 -1.40486e-18
R600 0 4 2.03982e-03 1.79622e-06 1.96210e-11
R600 0 5 -4.81374e-07 -4.22440e-10 -4.15523e-15
R600 1 0 -4.87445e-01 -6.48881e-06 3.16832e-10
R600 1 1 -1.32620e-06 -1.96614e-10 5.31920e-14
R600 1 2 -2.26841e-10 2.95147e-13 -3.61008e-17
R600 1 3 8.27179e-14 -5.00568e-17 5.24348e-21
R600 1 4 -7.71938e-07 1.64998e-10 -1.23481e-14
R600 1 5 1.69981e-10 -3.25853e-14 2.52963e-18
R600 2 0 1.40147e-06 -4.75618e-11 -4.50407e-15
R600 2 1 1.21733e-09 -4.42049e-14 -1.72505e-17
R600 2 2 -2.06398e-13 -6.82848e-17 1.29955e-20
R600 2 3 -1.61156e-18 1.50882e-20 -1.97640e-24
R600 3 0 1.68138e-10 -6.60037e-14 6.79545e-18
R600 3 1 7.81350e-14 -1.26494e-17 7.08123e-22
R600 3 2 -4.12656e-17 1.63175e-20 -1.50990e-24
R600 3 3 5.70223e-21 -2.57745e-24 2.43471e-28
