R400 0 0 -9.21880e+01 1.06215e+00 -1.70305e-06
R400 0 1 7.59320e-01 -1.24621e-05 3.49541e-10
R400 0 2 -1.21660e-05 2.43254e-09 -2.22586e-13
R400 0 3 7.91337e-10 -3.10425e-13 2.62631e-17
R400 0 4 3.19044e-03 1.56009e-06 4.31178e-11
R400 0 5 -5.14440e-07 -4.42674e-10 -3.15803e-15
R400 1 0 -7.36580e-01 -5.98078e-06 2.42359e-10
R400 1 1 5.35801e-07 6.02284e-11 -4.15337e-14
R400 1 2 6.87188e-10 -3.87643e-13 4.96796e-17
R400 1 3 -1.38093e-13 6.85015e-17 -7.77527e-21
R400 1 4 -9.77945e-07 2.22031e-10 -2.00751e-14
R400 1 5 7.55898e-11 8.94830e-15 -5.25820e-19
R400 2 0 3.70833e-06 -1.36161e-10 -1.26691e-14
R400 2 1 -3.23821e-09 9.80869e-13 -6.42676e-17
R400 2 2 1.26262e-12 -3.63253e-16 2.18765e-20
R400 2 3 -1.33899e-16 3.64535e-20 -2.01712e-24
R400 3 0 3.05360e-09 -9.10664e-13 6.69483e-17
R400 3 1 -1.11153e-12 3.72521e-16 -2.91119e-20
R400 3 2 9.16327e-17 -4.11533e-20 3.91309e-24
R400 3 3 5.38770e-21 -1.10888e-25 -1.02995e-28
B600 0 0 -3.86451e+01 1.05023e+00 -8.97318e-07
B600 0 1 4.97372e-01 -6.70951e-06 -2.48448e-10
B600 0 2 -3.90070e-06 -1.18699e-10 4.82088e-15
B600 0 3 -1.11981e-11 2.42916e-15 -1.40486e-18
B600 0 4 2.03982e-03 1.79622e-06 1.96210e-11
B600 0 5 -4.81374e-07 -4.22440e-10 -4.15523e-15
B600 1 0 -4.87445e-01 -6.48881e-06 3.16832e-10
B600 1 1 -1.32620e-06 -1.96614e-10 5.31920e-14
B600 1 2 -2.26841e-10 2.95147e-13 -3.61008e-17
B600 1 3 8.27179e-14 -5.00568e-17 5.24348e-21
B600 1 4 -7.71938e-07 1.64998e-10 -1.23481e-14
B600 1 5 1.69981e-10 -3.25853e-14 2.52963e-18
B600 2 0 1.40147e-06 -4.75618e-11 -4.50407e-15
B600 2 1 1.21733e-09 -4.42049e-14 -1.72505e-17
B600 2 2 -2.06398e-13 -6.82848e-17 1.29955e-20
B600 2 3 -1.61156e-18 1.50882e-20 -1.97640e-24
B600 3 0 1.68138e-10 -6.60037e-14 6.79545e-18
B600 3 1 7.81350e-14 -1.26494e-17 7.08123e-22
B600 3 2 -4.12656e-17 1.63175e-20 -1.50990e-24
B600 3 3 5.70223e-21 -2.57745e-24 2.43471e-28
R831 0 0 -2.25798e+01 1.04410e+00 -3.91236e-07
R831 0 1 3.73999e-01 -9.86096e-06 -1.70185e-10
R831 0 2 -7.32085e-06 9.55975e-10 -6.50126e-14
R831 0 3 3.72482e-10 -9.36914e-14 5.18800e-18
R831 0 4 2.84460e-03 1.49226e-06 3.97450e-11
R831 0 5 -3.91720e-07 -4.23080e-10 -4.27738e-15
R831 1 0 -3.51562e-01 -6.48762e-06 4.43373e-10
R831 1 1 -2.30279e-06 4.57587e-10 -2.39468e-14
R831 1 2 9.23619e-10 -2.10022e-13 1.24287e-17
R831 1 3 -1.07072e-13 2.54059e-17 -1.55675e-21
R831 1 4 -2.44388e-07 3.12393e-12 1.32109e-15
R831 1 5 5.59363e-11 -4.52538e-16 -1.93129e-19
R831 2 0 6.83448e-06 -1.81020e-09 1.12446e-13
R831 2 1 -5.55888e-09 1.70168e-12 -1.22700e-16
R831 2 2 1.37883e-12 -4.36539e-16 3.22237e-20
R831 2 3 -9.09054e-17 3.12970e-20 -2.42430e-24
R831 3 0 -1.10134e-09 3.91811e-13 -2.99941e-17
R831 3 1 1.63987e-12 -5.29361e-16 3.96480e-20
R831 3 2 -4.80077e-16 1.60993e-19 -1.23360e-23
R831 3 3 3.91566e-20 -1.40515e-23 1.11635e-27
B1200 0 0 1.50052e+01 1.02815e+00 8.92224e-07
B1200 0 1 2.39925e-01 -3.00083e-06 -8.30348e-10
B1200 0 2 -2.81978e-07 -7.13699e-10 4.36824e-14
B1200 0 3 -1.75275e-10 5.53426e-14 -4.54981e-18
B1200 0 4 1.36248e-03 1.84468e-06 1.50429e-11
B1200 0 5 -2.94193e-07 -4.37196e-10 -3.12703e-15
B1200 1 0 -2.45563e-01 -5.88589e-06 6.10170e-10
B1200 1 1 4.03075e-06 -1.51843e-09 1.25127e-13
B1200 1 2 -1.49455e-09 5.58813e-13 -4.60752e-17
B1200 1 3 1.88032e-13 -6.91903e-17 5.67313e-21
B1200 1 4 -3.78460e-07 8.10452e-11 -5.77457e-15
B1200 1 5 8.50844e-11 -1.52828e-14 1.03888e-18
B1200 2 0 3.25547e-06 -9.55548e-10 5.38043e-14
B1200 2 1 -1.49906e-09 5.48739e-13 -4.42323e-17
B1200 2 2 4.93010e-13 -1.83068e-16 1.49295e-20
B1200 2 3 -6.20081e-17 2.27593e-20 -1.85263e-24
B1200 3 0 -2.51807e-10 1.04523e-13 -8.38599e-18
B1200 3 1 2.67638e-13 -8.95479e-17 6.94744e-21
B1200 3 2 -8.17924e-17 2.76946e-20 -2.16558e-24
B1200 3 3 9.16853e-21 -3.13156e-24 2.46261e-28
R831_2nd 0 0 -4.50128e+02 1.19096e+00 -1.08403e-05
R831_2nd 0 1 1.78884e-01 -4.89261e-06 -1.03563e-09
R831_2nd 0 2 -4.08668e-06 8.22858e-10 -8.23434e-14
R831_2nd 0 3 3.36389e-10 -1.26707e-13 1.04799e-17
R831_2nd 0 4 -7.63546e-04 2.55411e-06 -3.98221e-11
R831_2nd 0 5 2.00894e-07 -6.03679e-10 9.81058e-15
R831_2nd 1 0 -1.64471e-01 -1.18445e-05 1.46623e-09
R831_2nd 1 1 -4.00718e-06 1.66851e-09 -1.43057e-13
R831_2nd 1 2 2.38713e-09 -8.87370e-13 7.26582e-17
R831_2nd 1 3 -3.12399e-13 1.12690e-16 -9.12305e-21
R831_2nd 1 4 1.25784e-08 -7.68254e-11 8.39010e-15
R831_2nd 1 5 -3.93700e-11 3.21822e-14 -3.12841e-18
R831_2nd 2 0 4.09692e-06 -1.04660e-09 4.64475e-14
R831_2nd 2 1 -2.07461e-10 -1.04317e-13 1.48101e-17
R831_2nd 2 2 -6.36366e-13 2.52609e-16 -2.12867e-20
R831_2nd 2 3 1.07490e-16 -3.90813e-20 3.18423e-24
R831_2nd 3 0 -8.64053e-10 2.50113e-13 -1.75584e-17
R831_2nd 3 1 3.17355e-13 -7.02689e-17 3.97270e-21
R831_2nd 3 2 4.16341e-17 -2.17797e-20 2.05835e-24
R831_2nd 3 3 -1.31322e-20 4.96057e-24 -4.16102e-28
R150 0 0 -8.42031e+02 1.34394e+00 -2.53315e-05
R150 0 1 2.32119e+00 -1.45139e-04 1.34059e-08
R150 0 2 -1.66070e-04 6.10275e-08 -5.88488e-12
R150 0 3 2.03111e-08 -8.06743e-12 7.56817e-16
R150 0 4 8.87471e-03 7.67193e-07 6.07809e-11
R150 0 5 -7.29437e-07 -5.97074e-10 1.82542e-14
R150 1 0 -1.82140e+00 -6.22739e-05 5.69518e-09
R150 1 1 -1.85205e-04 7.44961e-08 -7.52990e-12
R150 1 2 8.15254e-08 -3.30452e-11 3.32600e-15
R150 1 3 -1.10914e-11 4.45651e-15 -4.36443e-19
R150 1 4 6.83960e-06 -2.62561e-09 2.24299e-13
R150 1 5 -2.42551e-09 8.91123e-13 -7.28363e-17
R150 2 0 -1.29871e-04 4.19318e-08 -3.25149e-12
R150 2 1 1.36684e-07 -4.20691e-11 3.36963e-15
R150 2 2 -4.47424e-11 1.42943e-14 -1.19567e-18
R150 2 3 4.85804e-15 -1.60431e-18 1.37128e-22
R150 3 0 9.21502e-08 -2.55719e-11 1.75751e-15
